// SpatialAnalyzer SA 2021.3.1012.1 ( x64 )  
// Points Relative to Coordinate Frame 'Standpunkt 1::WORLD'
// AXES = CARTESIAN: X,  Y,  Z (mm)
// Collection,  Group,  Point,  X,  Y,  Z,  [Planar Offset],  [Radial Offset],  [Timestamp],  [Notes],  [Most Recent Active Measurement Details]

Standpunkt 1,  Geometrie1,  1,  1723.693818,  719.334967,  -804.670984,  6.350000,  6.350000,  05/10/19 14:05:18,  ,  AT960-LR 750836 ,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  Weather:T=20.7C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1118,  1526.677343,  415.729927,  -770.268903,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1119,  1527.512062,  415.127952,  -770.254477,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1120,  1528.342709,  414.549984,  -770.384345,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1121,  1529.174869,  413.962021,  -770.510081,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1122,  1529.982301,  413.389229,  -770.684284,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1123,  1530.765949,  412.824099,  -770.947141,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1124,  1531.569368,  412.251048,  -771.180325,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1125,  1532.393036,  411.663131,  -771.173595,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1126,  1533.217230,  411.061428,  -771.098739,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1127,  1534.036169,  410.477491,  -771.270328,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1128,  1534.854999,  409.896805,  -771.469066,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1129,  1535.659941,  409.318343,  -771.732115,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1130,  1536.426787,  408.779606,  -772.100715,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1131,  1537.158897,  408.253695,  -772.552465,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1132,  1537.838397,  407.788786,  -773.162295,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie22,  1133,  1538.463269,  407.355175,  -773.837009,  3.000000,  3.000000,  05/10/19 14:15:22,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1134,  1652.088565,  602.262464,  -784.622486,  3.000000,  3.000000,  05/10/19 14:15:36,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1135,  1652.517480,  601.975569,  -785.485574,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1136,  1653.169386,  601.513836,  -786.091720,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1137,  1653.964715,  600.963098,  -786.368062,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1138,  1654.788063,  600.370761,  -786.403724,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1139,  1655.587759,  599.798657,  -786.636603,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1140,  1656.410816,  599.215909,  -786.723231,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1141,  1657.205388,  598.642671,  -786.512653,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1142,  1657.913469,  598.137856,  -785.981663,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1143,  1658.561966,  597.658367,  -785.367085,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1144,  1659.353873,  597.095695,  -785.116480,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1145,  1660.171020,  596.504179,  -785.026607,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1146,  1660.822726,  596.052431,  -785.654352,  3.000000,  3.000000,  05/10/19 14:15:37,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1147,  1661.640329,  595.472587,  -785.689794,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1148,  1661.895927,  595.277862,  -784.741752,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1149,  1661.920126,  595.251192,  -783.726562,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1150,  1661.668457,  595.418261,  -782.750321,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1151,  1661.287357,  595.681567,  -781.857207,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1152,  1660.884537,  595.960962,  -780.958591,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1153,  1660.446558,  596.261533,  -780.059827,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1154,  1659.974904,  596.587724,  -779.203750,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie23,  1155,  1659.477740,  596.932107,  -778.371578,  3.000000,  3.000000,  05/10/19 14:15:38,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
